"Response","CanCov","ShrubCov","Aspect","Elevation","Cover.","CoverFOR","CoverFP","CoverHW","CoverOW","CoverPS","CoverWW","SexM"
0,0.601334,0.089241,3.3033361119164,-28.209939,0,1,0,0,0,0,0,1
0,0.228132,0.0390071,2.41789430749466,-29.302261,0,1,0,0,0,0,0,1
0,0.488123,0.00383142,2.6683300531637,-29.682913,0,1,0,0,0,0,0,0
0,0.313622,0,3.03916298603999,-23.808586,0,1,0,0,0,0,0,1
0,0.6216,0.0064,3.38405904639045,-30.000529,0,1,0,0,0,0,0,1
0,0.43952,0.00184672,3.39602944490102,-29.893431,0,1,0,0,0,0,0,0
0,0.486561,0.0321419,2.7936854272819,-29.260105,0,1,0,0,0,0,0,0
0,0.520068,0.0222032,2.50580571011567,-25.629429,0,1,0,0,0,0,0,0
0,0.323413,0.0337302,2.95680529639564,-27.083017,0,1,0,0,0,0,0,1
0,0.319569,0.0520646,3.26840007319765,-25.648413,0,1,0,0,0,0,0,1
0,0.102071,0.00295858,3.15865760956958,-21.513444,0,1,0,0,0,0,0,0
0,0.533005,0.00197044,3.01818870669537,-29.779818,0,1,0,0,0,0,0,0
0,0.184371,0,3.28852686722577,-23.807995,0,1,0,0,0,0,0,0
0,0.454324,0.00487211,2.37822097220295,-28.443236,0,1,0,0,0,0,0,0
0,0.474603,0.00873016,3.36715149055264,-27.951009,0,1,0,0,0,0,0,1
0,0.414027,0.0124434,2.32511944891962,-24.700672,0,1,0,0,0,0,0,1
0,0.574534,0.0186335,2.97834433566163,-29.731906,0,1,0,0,0,0,0,0
0,0.538139,0.0209556,2.56513161991786,-23.135775,0,1,0,0,0,0,0,1
0,0.0339257,0.116317,3.04276657172707,-30.140411,0,1,0,0,0,0,0,1
0,0.590414,0.0228758,3.07169584118265,-27.433998,0,1,0,0,0,0,0,1
0,0.391661,0.00410116,2.85907654010257,-24.936929,0,1,0,0,0,0,0,1
0,0.353947,0.00263158,2.84995008434379,-29.169951,0,1,0,0,0,0,0,1
0,0.556263,0.059448,2.9892648290886,-30.122786,0,1,0,0,0,0,0,0
0,0.52151,0.00614574,2.84915033556556,-25.8435,0,1,0,0,0,0,0,1
0,0.529412,0.00784314,3.41400195473579,-28.878815,0,1,0,0,0,0,0,1
0,0.689964,0.0250896,3.2045624767282,-28.708899,0,1,0,0,0,0,0,1
0,0.573288,0.0219178,3.28601728675529,-25.49357,0,1,0,0,0,0,0,0
0,0.109737,0.0958269,3.03050628779413,-30.399555,0,1,0,0,0,0,0,1
0,0.598002,0.0122982,3.16149108860765,-25.504475,0,1,0,0,0,0,0,0
0,0.232919,0.0207039,2.50394592873229,-24.876336,0,1,0,0,0,0,0,1
0,0.682281,0.01222,3.12128022426202,-24.664791,0,1,0,0,0,0,0,1
0,0.0804911,0.042292,3.40083266359682,-25.538677,0,1,0,0,0,0,0,1
0,0.445091,0.0232727,1.41104450397221,-29.14313,0,1,0,0,0,0,0,1
0,0.14526,0.0168196,2.85486783820603,-26.052419,0,1,0,0,0,0,0,0
0,0.678538,0.0712277,3.0000018500473,-28.918923,0,1,0,0,0,0,0,1
0,0.548237,0.00092764,3.21506227020471,-28.780611,0,1,0,0,0,0,0,0
0,0.613475,0,3.41400299611685,-28.03685,0,1,0,0,0,0,0,1
0,0.439474,0.00263158,3.13649405260274,-24.787393,0,1,0,0,0,0,0,1
0,0.443182,0.0553977,2.84551652610633,-25.514286,0,1,0,0,0,0,0,1
0,0.374618,0.0198777,3.02996215149951,-24.396735,0,1,0,0,0,0,0,1
0,0.525153,0.0404908,3.08706472652579,-30.227251,0,1,0,0,0,0,0,1
0,0.769553,0.0530726,2.04745285448192,-27.317071,0,1,0,0,0,0,0,1
0,0.344828,0.0111562,2.60518786089074,-23.996521,0,1,0,0,0,0,0,1
0,0.604938,0.0987654,3.36596857574765,-29.116552,0,1,0,0,0,0,0,1
0,0.618086,0.00175593,2.88982768909265,-28.56599,0,1,0,0,0,0,0,1
0,0.214979,0.0166436,2.854576310459,-23.85564,0,1,0,0,0,0,0,1
0,0.560193,0.0101054,3.17517570686571,-30.3763,0,1,0,0,0,0,0,1
0,0.321399,0.083808,3.16197501374757,-23.370472,0,1,0,0,0,0,0,1
0,0.511135,0.00212089,2.85395759057659,-28.727297,0,1,0,0,0,0,0,1
0,0.619835,0.0181818,3.18769978815113,-30.835658,0,1,0,0,0,0,0,1
0,0.321627,0.012939,2.05112495939916,-25.273902,0,1,0,0,0,0,0,0
0,0.469828,0.00107759,3.20981862847715,-29.595833,0,1,0,0,0,0,0,1
0,0.465476,0.0428571,3.03084425621856,-28.65354,0,1,0,0,0,0,0,0
0,0.400476,0.00634417,3.40267400530856,-29.413775,0,1,0,0,0,0,0,0
0,0,0.0224321,2.97980204463392,-31.282629,0,1,0,0,0,0,0,0
0,0.585748,0.0140955,2.81064083960667,-30.281003,0,1,0,0,0,0,0,1
0,0.785185,0.0481482,1.81282049250993,-29.650164,0,1,0,0,0,0,0,1
0,0.381423,0.0286561,2.77529101367184,-25.295711,0,1,0,0,0,0,0,1
0,0.300153,0.0137825,3.03057571026619,-30.417762,0,1,0,0,0,0,0,0
0,0.548234,0.00210859,3.34230264666394,-29.365503,0,1,0,0,0,0,0,1
0,0.357724,0.0127758,3.2216279168432,-24.739092,0,1,0,0,0,0,0,1
0,0.544032,0.0254925,3.29336798806572,-30.32966,0,1,0,0,0,0,0,1
0,0.255675,0.0250896,3.2826861702265,-29.351047,0,1,0,0,0,0,0,1
0,0.656,0.065,2.93810447246105,-29.414234,0,1,0,0,0,0,0,1
0,0.757299,0.0337591,3.33071576263548,-21.015152,0,1,0,0,0,0,0,1
0,0.595281,0.0453721,3.24590297205906,-30.308822,0,1,0,0,0,0,0,1
0,0.465211,0.0627558,3.06526228036838,-26.92716,0,1,0,0,0,0,0,0
0,0.493743,0.00796359,3.40599959051704,-29.220405,0,1,0,0,0,0,0,1
0,0.656652,0.0386266,3.39223359740723,-28.347241,0,1,0,0,0,0,0,0
0,0.338907,0.0100334,2.94105338222619,-23.572475,0,1,0,0,0,0,0,0
0,1.1134,0.0652921,3.04177084865706,-30.779151,0,1,0,0,0,0,0,1
0,0.209567,0.0546697,2.66675346087408,-24.398383,0,1,0,0,0,0,0,1
0,0.546814,0.0177285,2.80285393662519,-28.899832,0,1,0,0,0,0,0,1
0,0.114334,0.156997,3.2844766451942,-28.630424,0,1,0,0,0,0,0,1
0,0.187835,0.00178891,2.82053710628251,-27.27894,0,1,0,0,0,0,0,0
0,0.313012,0.0254777,3.14781557403963,-24.98538,0,1,0,0,0,0,0,0
0,0.502547,0.0373514,3.12714915591452,-24.137592,0,1,0,0,0,0,0,1
0,0.35249,0.01341,3.0285681703661,-28.620318,0,1,0,0,0,0,0,1
0,0.569805,0.00324675,2.47359509442628,-24.980782,0,1,0,0,0,0,0,0
0,0.475152,0.0230303,3.41410062329284,-30.109219,0,1,0,0,0,0,0,1
0,0.398482,0.0142315,3.04764609180024,-29.176678,0,1,0,0,0,0,0,0
0,0.258166,0.0358272,3.02829388742022,-24.541479,0,1,0,0,0,0,0,1
0,0.60662,0.026098,3.00350021198576,-30.627751,0,1,0,0,0,0,0,0
0,0.691651,0.0255942,2.87727149411665,-28.776596,0,1,0,0,0,0,0,0
0,0.64,0.0321739,3.39237020551858,-22.916257,0,1,0,0,0,0,0,1
0,0.250667,0.0773333,3.15532754508347,-28.77513,0,1,0,0,0,0,0,1
0,0.29476,0.0131004,2.9667596643564,-28.774394,0,1,0,0,0,0,0,1
0,0.567965,0.0859662,3.40495146041161,-24.139923,0,1,0,0,0,0,0,1
0,0.540975,0.00885936,3.41211892722372,-28.736474,0,1,0,0,0,0,0,1
0,0.617671,0.0437655,3.24474093238548,-29.447234,0,1,0,0,0,0,0,0
0,0.647482,0.115907,3.18309901180697,-27.294401,0,1,0,0,0,0,0,1
0,0.684305,0.0493274,2.38731335408809,-27.068854,0,1,0,0,0,0,0,1
0,0.491489,0.00531915,2.79896361203398,-27.061404,0,1,0,0,0,0,0,1
0,0.408922,0.00092937,2.80403512811285,-27.957005,0,1,0,0,0,0,0,1
0,0.421769,0.0728863,3.19755520507787,-24.201643,0,1,0,0,0,0,0,1
0,0.0382862,0.00182315,3.1894091792,-30.447271,0,1,0,0,0,0,0,0
0,0.418221,0.0129125,3.37375841848776,-25.763036,0,1,0,0,0,0,0,0
0,0.332143,0.0119048,3.07930299302063,-24.908411,0,1,0,0,0,0,0,1
0,0.448136,0.0122034,3.16902109339349,-27.671891,0,1,0,0,0,0,0,1
0,0.739623,0.0264151,3.40771045219494,-25.140377,0,1,0,0,0,0,0,1
0,0.8944,0.02,2.9804885370039,-23.559814,0,1,0,0,0,0,0,1
0,0.692132,0.0193843,2.86268001388161,-28.835688,0,1,0,0,0,0,0,0
0,0.76514,0.0442338,2.70738349463573,-25.790514,0,1,0,0,0,0,0,0
0,0.510284,0.0509305,3.05953954395464,-23.834615,0,1,0,0,0,0,0,0
0,0.696734,0.00855365,3.41420401055891,-29.242681,0,1,0,0,0,0,0,1
0,0.169231,0.0355769,2.94493575239167,-24.592408,0,1,0,0,0,0,0,1
0,0.847156,0.0485782,2.92120893450335,-22.639273,0,1,0,0,0,0,0,1
0,0.586047,0.00872093,3.14151862699134,-28.60049,0,1,0,0,0,0,0,1
0,0.274298,0.0194384,3.01070683161909,-23.878253,0,1,0,0,0,0,0,1
0,0.429724,0.0495392,3.0270698736603,-30.2034,0,1,0,0,0,0,0,0
0,0.728758,0.0245098,3.00387146124614,-23.337003,0,1,0,0,0,0,0,0
0,0.0151515,0.0108225,3.09199006042823,-30.422592,0,1,0,0,0,0,0,1
0,0.635569,0.0466472,3.21989851809782,-29.515632,0,1,0,0,0,0,0,0
0,0.501244,0,3.11893794926725,-28.43241,0,1,0,0,0,0,0,1
0,0.502554,0.0214505,2.96150281968966,-28.465383,0,1,0,0,0,0,0,0
0,0.312117,0.0322086,3.37414605748965,-29.374721,0,1,0,0,0,0,0,1
0,0.477311,0.0159664,3.15594248426752,-24.733462,0,1,0,0,0,0,0,1
0,0.495737,0.0742996,2.86024545830615,-24.752537,0,1,0,0,0,0,0,0
0,0.58062,0.128674,3.25803226288661,-24.573982,0,1,0,0,0,0,0,0
0,0.375,0.00344037,2.93677975483493,-29.229772,0,1,0,0,0,0,0,1
0,0.581791,0.0621762,3.03554349802377,-22.393058,0,1,0,0,0,0,0,0
0,0.750225,0.00450857,3.08415539137646,-22.940597,0,1,0,0,0,0,0,0
0,0.588608,0,2.99576711554462,-25.18551,0,1,0,0,0,0,0,0
0,0.440495,0.231839,2.88305971128783,-27.39847,0,1,0,0,0,0,0,1
0,0.545331,0.00954329,3.3951121633105,-30.039945,0,1,0,0,0,0,0,0
0,0.577872,0.00851064,3.02014164199316,-29.506473,0,1,0,0,0,0,0,1
0,0.637184,0.0126354,1.6212895622169,-29.031141,0,1,0,0,0,0,0,1
0,0.537872,0.00255319,3.22502069351743,-27.556048,0,1,0,0,0,0,0,1
0,0.37233,0.0132248,3.3733217013701,-29.706231,0,1,0,0,0,0,0,1
0,0.379613,0.0667838,3.39872659526876,-24.791552,0,1,0,0,0,0,0,0
0,0.563845,0.010043,3.08151638605917,-28.573293,0,1,0,0,0,0,0,0
0,0,0.0034188,3.35109613585082,-24.977318,0,1,0,0,0,0,0,0
0,0.538369,0,3.24342851683823,-27.387317,0,1,0,0,0,0,0,0
0,0.516483,0.0100733,3.13482804136399,-23.310999,0,1,0,0,0,0,0,1
0,0.544776,0.0223881,3.08203370515087,-24.820646,0,1,0,0,0,0,0,1
0,0.736174,0.0208522,3.39491101095251,-22.710179,0,1,0,0,0,0,0,1
0,0.465228,0.00319744,3.01659410846597,-28.479746,0,1,0,0,0,0,0,0
0,0.57649,0.00402576,3.15717881729349,-26.298193,0,1,0,0,0,0,0,1
0,0.359779,0.0267528,3.15521856535097,-26.498284,0,1,0,0,0,0,0,0
0,0.674715,0.0221328,1.57627290573282,-25.170006,0,1,0,0,0,0,0,1
0,0.474923,0.00409417,2.99377832316103,-29.739294,0,1,0,0,0,0,0,1
0,0.541784,0.0117779,3.23745031441537,-25.023902,0,1,0,0,0,0,0,1
0,0.755779,0.0201005,2.70218238505857,-24.576475,0,1,0,0,0,0,0,1
0,0.329268,0,2.82127625525631,-27.895916,0,1,0,0,0,0,0,0
0,0.0371471,0.1263,3.05249398826558,-30.266648,0,1,0,0,0,0,0,1
0,0.195322,0.0163743,2.95823696370182,-23.534953,0,1,0,0,0,0,0,1
0,0.426534,0.0356633,2.46233207922078,-30.774862,0,1,0,0,0,0,0,0
0,0.496306,0.0120887,3.41010606443599,-28.470586,0,1,0,0,0,0,0,0
0,0.401972,0.0536692,3.2903715818336,-25.599898,0,1,0,0,0,0,0,0
0,0.515179,0.04375,3.07884207388105,-27.084005,0,1,0,0,0,0,0,1
0,0.435841,0.0719027,2.6614050625581,-28.979044,0,1,0,0,0,0,0,0
0,0.446809,0.0118203,2.95882316985469,-29.805863,0,1,0,0,0,0,0,1
0,0.628198,0.00454804,3.28224272478072,-28.098388,0,1,0,0,0,0,0,0
0,0.566265,0,3.29916525750638,-25.573219,0,1,0,0,0,0,0,1
0,0.434295,0.00080128,3.06474975703725,-29.011551,0,1,0,0,0,0,0,1
0,0.634286,0.0971429,2.62224884428126,-28.123351,0,1,0,0,0,0,0,1
0,0.64011,0.00824176,2.12404055638969,-23.633459,0,1,0,0,0,0,0,1
0,0.508785,0.00687548,3.16263676427758,-29.847085,0,1,0,0,0,0,0,0
0,0.652751,0.0474383,3.37002596707507,-26.894926,0,1,0,0,0,0,0,1
0,0.564815,0.0154321,3.39342951524037,-27.581373,0,1,0,0,0,0,0,0
0,0.168524,0.0208914,2.64973201507895,-30.786592,0,1,0,0,0,0,0,1
0,0,0,3.02187383805614,-31.078959,0,1,0,0,0,0,0,1
0,0.507508,0.012012,2.51725692026744,-28.408537,0,1,0,0,0,0,0,1
0,0.227397,0.0232877,3.30281542130044,-29.732643,0,1,0,0,0,0,0,0
0,0.658378,0.00324324,3.228885760527,-29.382041,0,1,0,0,0,0,0,0
0,0.59189,0.00523218,3.14260077644005,-24.77957,0,1,0,0,0,0,0,1
0,0.536325,0.0673077,2.05705354117662,-28.508682,0,1,0,0,0,0,0,1
0,0.225564,0.087218,3.21566425216414,-30.404899,0,1,0,0,0,0,0,1
0,0.426375,0.0210356,2.02571240994402,-24.557234,0,1,0,0,0,0,0,1
0,0.206024,0.00120482,3.16346689391833,-24.689211,0,1,0,0,0,0,0,1
0,0.692175,0.0696475,3.18931357800432,-28.206098,0,1,0,0,0,0,0,1
0,0.389948,0.00519931,3.4061900857266,-24.678937,0,1,0,0,0,0,0,1
0,0.727564,0.0235043,3.13736714999254,-28.238028,0,1,0,0,0,0,0,1
0,0.8678,0.0254958,2.86719594745956,-23.797148,0,1,0,0,0,0,0,0
0,0.462886,0.0183486,3.3392596708405,-28.948116,0,1,0,0,0,0,0,1
0,0.533573,0.00359712,3.04136118735666,-28.937044,0,1,0,0,0,0,0,1
0,0.231884,0.0461133,2.94882867294507,-24.506756,0,1,0,0,0,0,0,1
0,0.3192,0.0072,2.49219311109218,-24.24796,0,1,0,0,0,0,0,1
0,0.644628,0.0123967,2.96481228046366,-25.279984,0,1,0,0,0,0,0,1
0,0.415859,0.00969163,3.17993163859533,-25.27277,0,1,0,0,0,0,0,1
0,0.651243,0.0291345,3.23210256140087,-29.704568,0,1,0,0,0,0,0,1
0,0.544643,0.014881,2.7921444939892,-29.013906,0,1,0,0,0,0,0,1
0,0.460169,0.0516949,2.74042383040537,-29.523648,0,1,0,0,0,0,0,1
0,0.706801,0.00919118,3.07228777021998,-23.414876,0,1,0,0,0,0,0,0
0,0.211774,0.0466067,2.84851596099561,-30.383639,0,1,0,0,0,0,0,0
0,0.486232,0.00335796,2.96135270407578,-28.553361,0,1,0,0,0,0,0,1
0,0.225543,0.00634058,3.1734114725386,-26.854107,0,1,0,0,0,0,0,0
0,0.412022,0.0251366,3.02141532872198,-24.347576,0,1,0,0,0,0,0,0
0,0.452111,0.00720906,3.17191998252445,-29.273402,0,1,0,0,0,0,0,1
0,0.518943,0.00176211,2.64373018309694,-28.548704,0,1,0,0,0,0,0,0
0,0.607487,0.00213904,3.0493808194889,-28.858796,0,1,0,0,0,0,0,1
0,0.484103,0,3.17022304908824,-24.389641,0,1,0,0,0,0,0,1
0,0.446927,0.0027933,3.16255852786237,-26.648086,0,1,0,0,0,0,0,1
0,0.597176,0.00083057,3.21847025247943,-29.117894,0,1,0,0,0,0,0,0
0,0.424565,0.0251451,3.17895499826592,-24.81728,0,1,0,0,0,0,0,0
0,0.56576,0.0578231,2.27780894298767,-24.029141,0,1,0,0,0,0,0,1
0,0.70316,0.0575621,3.03629850610855,-27.29299,0,1,0,0,0,0,0,0
0,0.482759,0,3.02336332291388,-24.844166,0,1,0,0,0,0,0,1
0,0.649043,0.0364631,3.3891144859116,-29.019296,0,1,0,0,0,0,0,1
0,0.348471,0.0139018,3.05552905886828,-26.901392,0,1,0,0,0,0,0,1
0,0.626876,0.0491132,2.09128258925217,-21.935178,0,1,0,0,0,0,0,1
0,0.628982,0.0649594,2.9169840209719,-22.000019,0,1,0,0,0,0,0,1
0,0.565043,0.0126751,3.2441038965262,-26.275323,0,1,0,0,0,0,0,1
0,0.600166,0.00827815,2.72931851051069,-25.950972,0,1,0,0,0,0,0,0
0,0.258621,0.00095785,3.33088877973425,-24.363834,0,1,0,0,0,0,0,1
0,0.357591,0.0100376,3.41421008703187,-25.504942,0,1,0,0,0,0,0,1
0,0.413752,0.115802,1.82253774839666,-29.19637,0,1,0,0,0,0,0,1
0,0.522152,0.0450949,3.1961852600882,-25.880272,0,1,0,0,0,0,0,0
0,0.584699,0.0211749,3.08768035421901,-25.78594,0,1,0,0,0,0,0,1
0,0.51583,0.00540541,3.14427413534747,-30.285141,0,1,0,0,0,0,0,0
0,0.467687,0.0212585,3.01435311229616,-24.987873,0,1,0,0,0,0,0,1
0,0.454616,0.0271528,2.02371398569044,-26.411,0,1,0,0,0,0,0,1
0,0.643295,0.00876424,3.06987377670954,-28.310451,0,1,0,0,0,0,0,1
0,0.535714,0.0567602,2.25937370224544,-24.736742,0,1,0,0,0,0,0,1
0,0.623108,0.0573705,3.24151121990369,-30.11472,0,1,0,0,0,0,0,0
0,0.613548,0.0375244,2.46059947031343,-22.363237,0,1,0,0,0,0,0,0
0,0.73399,0.0302604,3.39873342849793,-25.547254,0,1,0,0,0,0,0,1
0,0.52381,0.00857143,3.24472586518349,-28.185184,0,1,0,0,0,0,0,0
0,0.510439,0.037437,3.27130633228297,-23.314949,0,1,0,0,0,0,0,1
0,0.52439,0.00166297,3.11929061708833,-28.525386,0,1,0,0,0,0,0,1
0,0.473077,0.00769231,2.87426019378432,-29.419624,0,1,0,0,0,0,0,0
0,0.63451,0.0556863,3.10228302332202,-28.90687,0,1,0,0,0,0,0,1
0,0.552239,0.0646766,3.35890418492987,-23.880602,0,1,0,0,0,0,0,1
0,0.59713,0.00165563,3.15668561551167,-29.217752,0,1,0,0,0,0,0,1
0,0.322086,0.00153374,2.65812663534664,-23.169089,0,1,0,0,0,0,0,1
0,0.662001,0.0510847,2.08668486973145,-29.562263,0,1,0,0,0,0,0,1
0,0.396858,0.00136612,3.14114562565163,-29.171642,0,1,0,0,0,0,0,0
0,0.603723,0.0831117,2.86140935309218,-27.301394,0,1,0,0,0,0,0,1
0,0.49034,0.00466356,2.59868961447991,-24.782032,0,1,0,0,0,0,0,0
0,0.582306,0.116026,1.17163512380137,-25.05643,0,1,0,0,0,0,0,0
0,0.393826,0,3.35536047838766,-28.669654,0,1,0,0,0,0,0,1
0,0.686037,0.0500404,2.98971776118832,-29.020442,0,1,0,0,0,0,0,1
0,0.587639,0.0547112,3.06835925319181,-27.434486,0,1,0,0,0,0,0,1
0,0.477157,0.00253807,3.04747037503668,-27.501245,0,1,0,0,0,0,0,1
0,0.426257,0.00085251,2.66411040017203,-29.391633,0,1,0,0,0,0,0,0
0,0.51281,0.0104998,3.03290823953243,-25.609991,0,1,0,0,0,0,0,1
0,0.596887,0.00622568,2.86261517613616,-26.609499,0,1,0,0,0,0,0,1
0,0.366242,0,3.0231207190121,-25.328553,0,1,0,0,0,0,0,0
0,0.436003,0.00082576,3.41334962302086,-27.901695,0,1,0,0,0,0,0,0
0,0.375291,0,3.03454711651101,-21.307297,0,1,0,0,0,0,0,1
0,0.657558,0.0256191,3.39892948861958,-27.095829,0,1,0,0,0,0,0,1
0,0.348073,0.0181406,2.75272491256288,-27.444048,0,0,1,0,0,0,0,1
0,0.00355872,0.00711744,2.51776737491741,-23.814399,0,0,1,0,0,0,0,1
0,0.192029,0.00181159,3.11868710536868,-23.088907,0,0,1,0,0,0,0,0
0,0.00121359,0,3.39840883544105,-23.912375,0,0,1,0,0,0,0,0
0,0.771881,0.026878,2.88422352373575,-28.444516,0,0,1,0,0,0,0,1
0,0.0821918,0.0639269,2.6589954886976,-23.433022,0,0,1,0,0,0,0,0
0,0.327536,0.00289855,2.78474342388236,-25.716223,0,0,1,0,0,0,0,1
0,0.225754,0.0260799,2.98056930611426,-29.272809,0,0,1,0,0,0,0,1
0,0.4334,0.026839,3.15354595651775,-25.856465,0,0,1,0,0,0,0,1
0,0.186856,0.132732,3.38203998397591,-28.272096,0,0,1,0,0,0,0,1
0,0.411405,0.00203666,3.23004195504798,-23.379745,0,0,1,0,0,0,0,0
0,0,0.00121951,2.62097931931956,-27.849755,0,0,1,0,0,0,0,1
0,0.25,0.00581395,2.86461241505437,-23.790868,0,0,1,0,0,0,0,1
0,0.0893372,0,3.29171156887372,-24.386899,0,0,1,0,0,0,0,1
0,0.476019,0,1.57350501151724,-26.769531,0,0,1,0,0,0,0,0
0,0.0263158,0.00114416,2.90841763927847,-23.091829,0,0,1,0,0,0,0,1
0,0.135043,0.0119658,2.78610048521097,-23.786776,0,0,1,0,0,0,0,1
0,0.155828,0.0429448,2.94808495357438,-23.427108,0,0,1,0,0,0,0,1
0,0.493459,0.00508721,2.90527552232608,-24.337953,0,0,1,0,0,0,0,1
0,0.365591,0.00119474,3.14806610887859,-24.158582,0,0,1,0,0,0,0,1
0,0.158889,0.00555556,2.60579534147243,-24.359003,0,0,1,0,0,0,0,0
0,0.00826446,0.00206612,3.03505868235176,-25.538433,0,0,1,0,0,0,0,1
0,0.00182149,0,3.21508420713075,-25.459381,0,0,1,0,0,0,0,0
0,0.233485,0.130979,2.80189396914913,-28.340253,0,0,1,0,0,0,0,1
0,0.00212089,0.00848356,3.06425721289585,-29.227823,0,0,1,0,0,0,0,1
0,0.0093985,0.0018797,3.38162367371727,-26.567915,0,0,1,0,0,0,0,1
0,0.00712106,0.263479,3.05857447066303,-29.253716,0,0,1,0,0,0,0,1
0,0,0,3.30686628601403,-27.972602,0,0,1,0,0,0,0,0
0,0.0362622,0,2.5987637429149,-25.268344,0,0,1,0,0,0,0,0
0,0.397351,0.00946074,2.50951351215494,-24.111923,0,0,1,0,0,0,0,1
0,0,0,2.91980988276983,-25.485355,0,0,1,0,0,0,0,1
0,0.0301974,0.0174216,3.01001403980482,-24.047161,0,0,1,0,0,0,0,1
0,0.594737,0,2.96876446560125,-25.358896,0,0,1,0,0,0,0,0
0,0.0681537,0.224287,2.88178842101207,-28.326876,0,0,1,0,0,0,0,1
0,0.517068,0.00702811,3.31231468675014,-21.075388,0,0,1,0,0,0,0,0
0,0.253853,0.00271986,3.12863670071044,-25.907228,0,0,1,0,0,0,0,0
0,0.00140647,0,2.59574437154236,-24.481452,0,0,1,0,0,0,0,0
0,0.689516,0.0413306,3.37422513050064,-28.188971,0,0,1,0,0,0,0,1
0,0.819116,0,1.74522117194158,-24.512167,0,0,1,0,0,0,0,0
0,0,0,3.39726959277271,-23.14963,0,0,1,0,0,0,0,1
0,0.127031,0,2.7662489583381,-21.67131,0,0,1,0,0,0,0,1
0,0.137203,0.00263852,2.95836506180592,-21.42238,0,0,1,0,0,0,0,1
0,0.468571,0,2.25267572428547,-22.254711,0,0,1,0,0,0,0,0
0,0.0943571,0,2.44903886412342,-27.167295,0,0,1,0,0,0,0,1
0,0,0,2.83616670272135,-25.162727,0,0,1,0,0,0,0,0
0,0,0,3.38625348241507,-27.027206,0,0,1,0,0,0,0,1
0,0,0,3.38554909478678,-27.710308,0,0,1,0,0,0,0,1
0,0,0,2.12757767183367,-27.337442,0,0,1,0,0,0,0,1
0,0,0,3.41164956940521,-26.427677,0,0,1,0,0,0,0,1
0,0,0,2.925293100622,-30.853611,0,0,0,1,0,0,0,1
0,0.381013,0.021519,3.41216266716069,-30.045104,0,0,0,1,0,0,0,1
0,0,0,3.02492459968646,-30.682984,0,0,0,1,0,0,0,0
0,0,0.0107239,3.11031744360863,-31.321432,0,0,0,1,0,0,0,1
0,0,0.00843373,3.30524218495139,-31.153992,0,0,0,1,0,0,0,1
